,Duration (in seconds),Practice_Rating,Practice_LikeDislike,Apply_Practice,BaselineDate,Condition,RandomID,id,StudyDay,CurrentDate,Positive_pre,Negative_pre,Stress_pre,Positive_post,Negative_post,Stress_post,Disidentification,Nonreactivity,Reappraisal,Satisfied,Autonomy,Relatedness,Competence,Belonging,Meaning,PosAffect,NegAffect,Stressed
1513,1370,5,I don’t like how I have to visualize my thoughts as physical manifestations like storybook pictures or waves but I liked the part about imagining my thoughts as something seperate that I don’t have to change,"When I’m feeling emotions I’ll just let them be, not trying to change them. No matter if they’re happy or sad feelings, I don’t have to change them just feel them",10/2/2023,Choice,5276,3820,6,2023-10-08T00:00:00.000Z,3,2,4,3,2,3,4,5,5,3,2,2,4,4,4,3,2,3.5
1515,594,4,i liked how I could count on these excersises everyday and actually acknowledge my feelings. i didn't dislike anything,"I could apply this mindfulness practice to daily life by instead just feeling my feelings, actually understanding my feelings and to why I am feeling this way. ",10/3/2023,Choice,7126,5476,5,2023-10-08T00:00:00.000Z,1,1,1,5,1,2,7,7,5,5,7,4,3,2,6,3,1,1.5
1517,777,6,I liked that I had the time to reflect on past bad experiences and try to make it better by trying to find positive aspects that came out of it. What I didn’t like is how I guess I had to strain myself to find these positive parts. ,"Maybe at the end of the day I can go over my day and if I had a bad part that I went through, I can go through this practice to cope with it. ",10/3/2023,Choice,9753,3508,5,2023-10-08T00:00:00.000Z,3,1,3,3,2,3,6,6,4,5,2,2,3,3,3,3,1.5,3
1522,1197,6,I liked very much how this exercise can be regularly implemented and acts a lot more actively in your life overall.,I can apply this in stressful situations to allow me to persevere through them.,10/3/2023,Choice,2456,3364,6,2023-10-09T00:00:00.000Z,4,1,2,4,1,1,6,7,5,6,5,6,5,4,5,4,1,1.5
1525,491,4,I liked how it gave me many things to do and how to ground myself and feel more connected to the earth it gave me the sense of belonging and that I'm safe in this world and I'm not alone,When I'm stressed or feeling really low or when I can't sleep I think I'll try the grounding exercise since when I'm alone or about to head to bed my mind wonders so I think this will help out to put me into place and that I'll start thinking positive and that I can actually fight back my negative thoughts ,10/2/2023,Value,6102,5254,7,2023-10-09T00:00:00.000Z,3,3,1,3,3,1,2,3,2,5,5,3,6,1,4,3,3,1
1526,530,5,"I liked that the exercise made me think about the other possible perspectives on any given situation, because It reminds me that I'm not always right so I shouldn't be so fast to judge or get upset with others","I think that considering the different perspectives in my social interactions I will be able to better handle conflict, and be more compassionate for others that in the same moment view me as the person to be upset with.",10/2/2023,Choice,4005,7156,7,2023-10-09T00:00:00.000Z,3,1,2,3,1,2,2,6,7,5,4,6,3,5,2,3,1,2
1530,1011,7,"I liked the recommended exercise because although small, it did calm some anxiety surrounding my negative feelings around my family disfunctionality.","I could use it at times when I feel like I get overtaken by negative feelings used in family rifts, because it really did ground me.",10/3/2023,Value,5990,7243,6,2023-10-09T00:00:00.000Z,5,1,3,5,1,2,3,6,6,7,4,7,3,5,6,5,1,2.5
1532,593,6,I liked learning that even when faced in stressful or negative experiences we still have the ability to pause and choose our the way we react to the situation.,"I can remember that I'm in control of my reactions and it is well within my ability to reframe my thoughts about certain situations or experiences, instead of being controlled by the stressors around me. ",10/2/2023,Choice,9790,7210,7,2023-10-09T00:00:00.000Z,4,1,2,4,1,2,5,6,6,6,6,7,5,4,5,4,1,2
1533,17484,4,I was completely underwelmed and am ambivalent about this excercise,I guess again just try to see events in isolation before giving a judgement,10/3/2023,Choice,9671,5317,6,2023-10-09T00:00:00.000Z,3,2,3,3,2,3,2,2,2,3,1,4,1,5,2,3,2,3
1534,524,3,"I didn't really like this exercise. I find that it's impractical. If I am upset, it is very unlikely that I will be able to think rationally enough in that moment to picture my emotions as separate from myself. Also, the results for how joyful I feel are inaccurate. I wanted to answer 2 but answered 1 instead. I tried fixing it but ended up answering 2 for how angry I feel which is also incorrect. I dont feel angry or anxious so it should be a at 1. ",I guess I could apply this technique when dealing with more long-term problems. I see myself doing this exercise while on a bus. ,10/4/2023,Choice,6542,6280,5,2023-10-09T00:00:00.000Z,2,1,1,1,2,1,1,6,4,4,3,5,4,3,3,1.5,1.5,1
1535,536,3,I just don’t think this exercise can apply to certain situations. I feel like some are just bad and terrible no matter what and it would honestly be an insult to try and find something good about it,I feel like in smaller more insignificant situations this exercise can be useful. I can write a pros and cons list to a certain situation to rack up some good things and understand that with bad there can be good,10/2/2023,Choice,5276,3820,7,2023-10-09T00:00:00.000Z,3,2,6,2,2,5,3,4,5,4,3,1,5,3,3,2.5,2,5.5
1536,1266,7,I liked how this exercise allowed me to pick my options per day and how I could reflect on my day.,I can practice this mindfulness practice to whenever I am feeling strong emotions. ,10/3/2023,Choice,7126,5476,0,2023-10-09T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1538,472,5,I like how simple it is to do yet how amazing it made me feel afterwards. I also like how calming it is. ,I can apply the recommended mindfulness practice in my daily life by taking a little portion out of my day to write in a gratitude journal and practicing being thankful for all that I have. ,10/3/2023,Value,7994,5650,6,2023-10-09T00:00:00.000Z,4,2,2,4,1,2,3,2,2,6,4,6,6,6,6,4,1.5,2
1539,660,5,"I liked how it it gave the idea of looking at emotions like a story book, as if you are the reader. ",I can apply these mindfulness practice when I am experiencing emotions and trying to calm myself down. It will help as I can view my emotions separately and understand why I'm feeling that way. ,10/3/2023,Choice,7787,5524,6,2023-10-09T00:00:00.000Z,3,3,4,3,2,4,6,5,4,5,5,5,5,4,5,3,2.5,4
1540,3259,5,I like the recommended activities,I can do these activities to better organize my recreations,10/2/2023,Value,2764,7213,7,2023-10-09T00:00:00.000Z,4,1,1,4,1,1,1,7,6,6,7,7,7,1,6,4,1,1
1541,677,6,"It is the general guide, if more specific guiding is provided that will be more helpful.",Realize when I’m under stress and try to calmly face it before reacting to it.,10/2/2023,Choice,8184,5455,0,2023-10-09T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,1153,4,I liked how it focused with the anchor at the beginning to root myself and then separate myself from my thoughts. ,I can apply it to my daily life like I said before maybe at the end of the day to cope through the negative thoughts I have. This would separate myself from it and maybe bring a more positive note to the end of the day.,10/3/2023,Choice,9753,3508,0,2023-10-09T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,789,3,it was fine. the excerise was a bit long which seemed a little much forthe topic i wanted to focus on .,i could apply this to honestly anything i dont feel like doing not just work. could help me calm down. ,10/2/2023,Value,6268,6334,7,2023-10-09T00:00:00.000Z,1,1,5,1,1,5,4,1,1,3,1,1,2,4,1,1,1,5
1550,471,7,I liked how it explains how to use these exercises outside in the real world as they are step by step,I can apply it whenever i need to not react to a problem that occurs in my life and to calm me down,10/3/2023,Choice,2751,5272,7,2023-10-10T00:00:00.000Z,5,1,1,5,1,1,5,6,6,7,6,6,6,6,6,5,1,1
1556,444,6,I liked how it asks me how im feeling and gives me feedback on how i could improve,"I can apply it whenever there is a struggle in my life that I need to get through, as it will help me calm down and reorganize my thoughts",10/3/2023,Choice,2751,5272,7,2023-10-10T00:00:00.000Z,5,1,1,5,1,1,5,6,6,7,6,6,6,6,6,5,1,1
1558,5125,7,"I liked how, given the circumstances I was in, I was able to fully understand and accept the advice and exercises given to me to help myself become better.",I can use this in practically any situation to benefit myself and alleviate potential grievances or calm down confrontations.,10/3/2023,Choice,2456,3364,7,2023-10-10T00:00:00.000Z,5,1,2,5,1,1,6,7,5,6,5,6,6,7,5,5,1,1.5
1559,949,5,I liked the fact that I was asked questions about my day it helped me reflect on it better. ,When things are bad I can step back and try to see the good in the bad even if it’s a small detail,10/9/2023,Choice,4428,4279,1,2023-10-10T00:00:00.000Z,3,1,3,4,1,3,4,3,4,4,5,6,5,4,3,3.5,1,3
1561,842,5,I really liked how simple the exercise was to follow and what a positive impact it had on me. ,I can apply the recommended mindfulness practice in my daily life by taking a step back and showing gratitude for the things I am part of. ,10/3/2023,Value,7994,5650,7,2023-10-10T00:00:00.000Z,4,1,3,4,1,2,3,3,3,5,3,5,5,5,5,4,1,2.5
1563,734,6,"I like the feedback it gave me at the beginning, it sounded very personable. Even though the breathing exercise was simple I enjoyed it. I didn’t like that I had to reflect on a time where painful emotions were evoked in me, it made me a bit sad and slightly panicked but I recovered. ",Take time to breathe and reassure myself I am separate from my feelings.,10/9/2023,Choice,5202,7138,1,2023-10-10T00:00:00.000Z,3,2,4,2,1,3,4,5,4,4,5,3,7,6,7,2.5,1.5,3.5
1564,537,6,"I liked that even though it wasn't needed, the exercise put me into a calmness state and made me picture myself in nice positive state.","Whenever I need burst of calmness, I will apply this practice to slow things down and make me feel alright. To be honest it could be very useful when I get panic attacks from not understanding things I'm studying.",10/3/2023,Value,5990,7243,7,2023-10-10T00:00:00.000Z,5,1,1,1,5,1,3,7,7,7,5,7,5,7,5,3,3,1
1565,632,6,I liked the simple steps to achieve a positive mindset when you are in a challenging situation in life. It can really broaden the aspect of how you view things which can change your attitude of the day.,I can apply these when my emotions are shifting very strongly about something that affects my mood negativly. These exercises will bring out the positive aspect to the situation which can expand perspectives and brighten up the mood. ,10/3/2023,Choice,7787,5524,7,2023-10-10T00:00:00.000Z,4,1,2,4,1,2,5,6,7,6,5,6,4,5,5,4,1,2
1566,1782,6,I liked that it's very realistic and easy to do when you're upset. ,"I can apply this practice to calm my nerves when I do end up writing my test again. Because I don't have super negative feelings tied to the experience of failing the first time, I won't be super anxious about retaking it. My mind will be clear and I'm more likely to remember what I studied if I'm not stressed. ",10/4/2023,Choice,6542,6280,6,2023-10-10T00:00:00.000Z,2,1,1,3,1,1,1,6,6,4,4,5,4,2,3,2.5,1,1
1567,681,6,I liked how I was able to select which exercise I could use and I liked how I was able to reflect on my day so I could apply these exercises for the next days.,"I can apply this in the beginning of my day or in the end of my day. During my school days, I would do this before my classes so I could reflect on my true feelings.",10/3/2023,Choice,7126,5476,7,2023-10-10T00:00:00.000Z,4,1,2,5,1,1,1,1,1,7,7,7,7,2,1,4.5,1,1.5
1568,6908,4,I liked how it went through a step by step process on how to separate myself from my thoughts.,If I ever feel troubled I can have a second to myself to use the practice to imagine the bad thoughts away from my physical self. I think it'd be a good habit to have.,10/3/2023,Choice,9753,3508,7,2023-10-10T00:00:00.000Z,3,1,2,4,1,3,6,5,4,5,5,4,4,3,3,3.5,1,2.5
1570,516,4,Liked that it was very simple,"I can take 5 mins out of my day everyday to practice this, especially in the morning, as it can affect my whole day positively ",10/10/2023,Choice,3118,6598,0,2023-10-11T00:00:00.000Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,1013,4,I liked that the exercise helped me learn to distance myself from situations to control my emotions ,I can start by using the practice whenever I feel angry so I don't lash out at people and say or do things that I might regret ,10/9/2023,Choice,4428,4279,2,2023-10-11T00:00:00.000Z,3,2,5,3,1,4,4,5,4,4,4,4,2,3,2,3,1.5,4.5
1576,578,4,I liked that it's realistic. I can easily practice non reactivity during rough times. ,I can apply the exercise when faced with people that irritate me. I can make sure to react in a way that won't cause harm to myself or others. ,10/4/2023,Choice,6542,6280,7,2023-10-11T00:00:00.000Z,3,1,1,3,1,1,2,6,6,5,4,6,2,3,5,3,1,1
1577,582,6,Liked the different advice it gave me and the calming and comforting effect of the activity,Really took the positive away from my experiences and took a second to acknowledge my feelings but not get consumed by them. ,10/9/2023,Choice,5202,7138,2,2023-10-11T00:00:00.000Z,4,1,2,4,1,2,6,5,7,6,7,5,6,7,6,4,1,2
1582,531,4,"it was quick, could have been longer or more options of mindfulness exercises ",can view situations through a different lens by thinking about the situation as a tv show; the expected response vs the though through response to an event/situation ,10/10/2023,Choice,3118,6598,2,2023-10-12T00:00:00.000Z,1,3,4,3,1,2,4,3,4,4,3,5,6,5,5,2,2,3
